customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
66B30884-AB,Female,1,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),67.72,4875.84,Yes
AC91E67F-CD,Female,1,Yes,No,43,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),99.23,4266.89,Yes
766E3217-GH,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,48.55,194.2,No
33EA886D-GH,Female,0,Yes,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,76.47,4588.2,Yes
6A2C7393-GH,Female,1,No,Yes,17,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),44.78,761.26,No
190E8BB8-CD,Female,1,Yes,Yes,6,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,87.66,525.96,Yes
94320BCF-AB,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),107.84,7764.48,Yes
2D6D53C4-CD,Female,1,No,No,21,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,66.84,1403.64,Yes
4E13CD8D-CD,Male,1,Yes,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,99.73,4886.77,Yes
70831710-EF,Female,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.89,735.93,Yes
EF4F7BFF-AB,Male,1,Yes,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),76.09,1750.07,No
DF4354C0-GH,Female,0,Yes,No,63,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,75.43,4752.09,Yes
2CF70A60-AB,Female,0,No,No,71,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,29.03,2061.13,No
F6960C25-GH,Female,1,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,63.29,1708.83,No
EF97BA4D-GH,Female,1,Yes,Yes,42,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,86.3,3624.6,No
66A1179D-AB,Male,1,No,No,66,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),50.49,3332.34,Yes
B425BCA4-EF,Female,1,No,No,63,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),68.47,4313.61,No
763F5303-GH,Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),110.22,110.22,Yes
803D08C7-EF,Female,0,No,No,61,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,81.3,4959.3,No
A13C89A2-EF,Female,0,Yes,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),84.14,1682.8,No
C2E17018-EF,Female,0,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.5,582.0,Yes
16661914-AB,Male,0,No,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,94.31,3772.4,No
F2EF83E6-AB,Male,0,Yes,Yes,64,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,108.05,6915.2,No
51BA4A44-CD,Male,1,Yes,No,28,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),63.15,1768.2,Yes
A2E215E3-EF,Female,1,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,91.55,732.4,No
9E96436E-GH,Male,1,No,Yes,30,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),84.92,2547.6,No
8CE52ABE-GH,Male,1,Yes,No,51,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),27.17,1385.67,Yes
829C3682-EF,Female,1,No,Yes,20,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),94.1,1882.0,No
DD7FB0D7-AB,Male,0,Yes,No,1,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,80.4,80.4,Yes
831E8EDC-AB,Female,1,Yes,Yes,53,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),84.72,4490.16,Yes
C639B18D-EF,Male,1,Yes,No,32,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,57.7,1846.4,No
C6E7F88F-EF,Male,1,Yes,Yes,67,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),43.4,2907.8,Yes
3921FFA4-CD,Female,1,No,Yes,13,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),82.1,1067.3,Yes
BBC5F340-GH,Male,1,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),89.99,6029.33,Yes
C648D453-GH,Female,1,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),30.37,1943.68,Yes
2BDA3A0C-CD,Male,1,No,Yes,26,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,32.81,853.06,No
75A65BD4-CD,Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,67.15,3424.65,Yes
F178C61F-EF,Female,1,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),77.37,3404.28,No
52716828-GH,Female,0,Yes,Yes,26,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),27.5,715.0,Yes
45547D4B-CD,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.22,189.66,No
3B0EFCE9-CD,Female,0,No,Yes,4,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,59.34,237.36,Yes
1370ACF6-CD,Male,1,No,Yes,18,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),117.86,2121.48,Yes
61E1FB58-CD,Male,0,No,Yes,63,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,100.69,6343.47,No
3DBEE868-CD,Female,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),114.46,4349.48,No
E7C5F75D-EF,Female,0,Yes,No,72,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,45.99,3311.28,Yes
AFD1233A-CD,Female,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),118.77,3919.41,Yes
31443729-EF,Male,0,Yes,No,54,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,30.99,1673.46,No
4B6BB120-EF,Female,1,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.0,5340.0,Yes
54E69818-GH,Female,0,No,Yes,25,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),101.57,2539.25,No
4A338E9D-AB,Female,0,No,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),38.55,2197.35,No
9AEE1AD2-CD,Female,1,No,Yes,29,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,42.93,1244.97,No
8016D5CB-EF,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,96.05,96.05,Yes
3DE91180-CD,Female,0,Yes,No,7,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,83.84,586.88,Yes
FB9D4E88-EF,Male,0,Yes,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),81.71,3431.82,No
713347F7-EF,Male,1,Yes,Yes,38,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.74,3372.12,No
E58716E3-AB,Male,1,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),92.21,4702.71,Yes
F20C9263-GH,Female,0,No,Yes,51,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),42.05,2144.55,No
F0585F4D-EF,Male,0,Yes,No,23,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,29.29,673.67,Yes
433DF409-GH,Female,1,No,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,75.65,5295.5,No
0A261CBB-CD,Male,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,61.6,369.6,No
8E7DC2E5-EF,Male,1,Yes,Yes,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,71.25,4132.5,No
C3DE8B09-EF,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.6,212.4,No
E8F933F1-CD,Male,1,Yes,Yes,58,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.26,4365.08,No
25E8DC0F-AB,Female,0,Yes,No,32,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),23.66,757.12,Yes
0FDCA5EA-AB,Female,1,Yes,No,66,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),27.45,1811.7,No
34DA37FB-EF,Female,0,No,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),25.76,850.08,Yes
39D52E95-GH,Male,0,No,No,30,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),83.2,2496.0,No
FA890D40-CD,Female,1,Yes,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),89.64,2958.12,Yes
37E6A2C8-CD,Male,1,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,38.16,2213.28,No
4DFEA33D-AB,Female,1,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.71,0.0,Yes
744B77EB-AB,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,83.0,2988.0,Yes
25F827E3-AB,Male,0,Yes,Yes,48,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.73,4067.04,No
26788696-CD,Male,1,Yes,Yes,44,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),39.2,1724.8,No
57A89422-CD,Female,1,Yes,Yes,65,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),110.14,7159.1,No
A77F3ECA-GH,Male,1,Yes,No,18,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),50.57,910.26,No
ECE1ACC9-CD,Male,1,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),110.27,7608.63,No
B11D661A-EF,Female,0,No,Yes,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.47,1482.21,No
3C3B0DB8-CD,Female,1,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,71.69,1362.11,Yes
CD2942F4-AB,Male,0,Yes,No,57,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),37.81,2155.17,No
FC914EAA-EF,Male,1,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),86.93,1390.88,Yes
8AE19189-AB,Male,1,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),91.32,5296.56,No
2C8DFD88-GH,Male,1,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,79.21,5544.7,No
725B81EC-GH,Male,1,Yes,Yes,56,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,80.6,4513.6,Yes
7F61010E-EF,Female,1,No,Yes,8,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,104.05,832.4,Yes
32BA9BA5-AB,Female,0,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,80.89,728.01,Yes
DFB21794-GH,Female,1,No,No,41,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,99.39,4074.99,No
8F3A8B37-EF,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),75.24,451.44,No
E60087C2-CD,Male,0,No,Yes,14,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),55.87,782.18,Yes
D61B92E0-AB,Male,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,119.13,1786.95,Yes
48183A13-GH,Male,0,No,Yes,57,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,112.14,6391.98,Yes
704E7B99-EF,Male,0,Yes,No,50,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,117.25,5862.5,Yes
5509A0D7-GH,Female,1,Yes,Yes,38,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),110.07,4182.66,No
EABA3242-AB,Female,0,Yes,Yes,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.85,1761.15,Yes
4437F931-GH,Male,0,No,Yes,45,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),51.97,2338.65,No
9D87485E-EF,Male,1,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),108.92,5990.6,Yes
599420C5-CD,Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),107.4,4510.8,No
34921E90-CD,Female,0,Yes,Yes,68,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,20.92,1422.56,Yes
5805B85B-GH,Female,1,Yes,No,33,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,87.6,2890.8,Yes
8969E391-CD,Female,1,No,Yes,52,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,71.82,3734.64,No
A9747A85-GH,Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,98.15,4318.6,Yes
3B754A4B-GH,Male,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.31,5902.74,Yes
FBA07335-CD,Female,0,No,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,47.95,959.0,No
66303F6E-EF,Male,1,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,93.67,4964.51,Yes
90F55B7D-AB,Male,1,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.36,352.32,Yes
74308FE3-GH,Female,1,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,73.02,4381.2,No
45166DE2-EF,Male,1,Yes,No,48,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),77.4,3715.2,Yes
009D0E3F-EF,Female,0,Yes,Yes,9,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,46.04,414.36,No
2CBCD49D-GH,Male,1,No,Yes,31,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),60.99,1890.69,No
AD53C6F3-EF,Female,1,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,119.54,358.62,No
59B1AB32-EF,Male,0,No,Yes,62,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,72.75,4510.5,Yes
1A8F8191-AB,Female,1,No,No,22,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,67.18,1477.96,No
4796D14C-CD,Male,1,Yes,No,23,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),42.56,978.88,Yes
8BF34743-GH,Female,0,Yes,Yes,12,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),81.22,974.64,No
429254CE-EF,Male,1,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29.55,1418.4,Yes
421A2C33-AB,Male,1,Yes,No,64,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),103.06,6595.84,No
1A8DFDA0-GH,Male,0,Yes,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,51.36,1951.68,Yes
AF9AD04E-GH,Female,1,No,Yes,58,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.61,6879.38,No
71BD7495-CD,Female,1,No,Yes,64,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,64.44,4124.16,Yes
D2909F73-CD,Female,0,Yes,No,17,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,89.24,1517.08,Yes
D606867F-CD,Female,1,Yes,Yes,36,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),51.18,1842.48,Yes
FF6D29EC-CD,Female,1,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,61.56,2893.32,No
0FBF78A9-GH,Male,1,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),104.08,312.24,Yes
AA85299C-AB,Female,1,No,Yes,68,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),38.88,2643.84,Yes
5B47DCB6-EF,Female,1,Yes,No,32,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),29.67,949.44,No
C595D47C-AB,Male,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),73.0,3285.0,No
F36E7A30-CD,Male,0,Yes,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.0,1840.0,No
12382F21-AB,Female,0,Yes,No,7,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),55.64,389.48,No
0B8CC520-CD,Male,1,Yes,No,46,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,24.52,1127.92,Yes
378EFEE5-EF,Female,0,No,No,18,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,61.96,1115.28,Yes
788400F9-AB,Male,0,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,115.28,5994.56,Yes
CCCE642D-EF,Male,1,Yes,No,71,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,59.74,4241.54,No
45DD37C1-EF,Male,0,No,No,57,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),64.46,3674.22,Yes
B2EFB1BD-GH,Female,1,Yes,No,15,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,77.88,1168.2,No
DF4D6DA8-GH,Male,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,33.74,1113.42,No
139313AC-EF,Female,1,Yes,No,9,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,61.19,550.71,Yes
AC776E09-EF,Female,1,Yes,No,12,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,103.82,1245.84,Yes
23BA85C3-EF,Female,1,No,Yes,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),60.75,2551.5,No
34E27DD8-CD,Female,0,Yes,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),83.33,1666.6,No
1E405DB4-EF,Male,1,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,117.19,4218.84,No
0361F664-CD,Male,0,No,Yes,67,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,58.52,3920.84,Yes
D0B0C85C-AB,Female,1,No,Yes,46,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),86.11,3961.06,Yes
AABA32AC-GH,Female,0,Yes,Yes,62,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),27.33,1694.46,Yes
ACAB2E08-CD,Male,1,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.13,4360.84,No
59E474C0-GH,Female,1,No,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),77.6,1086.4,Yes
D6D309C0-GH,Male,0,No,Yes,14,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),95.79,1341.06,Yes
94CD7088-CD,Male,1,Yes,Yes,63,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,47.21,2974.23,No
21433F86-GH,Female,0,No,No,71,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,90.01,6390.71,No
85BAFEBA-CD,Male,1,No,Yes,63,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),90.1,5676.3,Yes
5F758809-CD,Male,1,No,Yes,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.48,2529.12,No
19130E16-AB,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,42.57,2894.76,Yes
5943BDA0-EF,Male,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,77.01,2310.3,No
DD1F1A61-AB,Male,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.75,1442.0,Yes
6C3AEC42-EF,Female,0,Yes,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),110.0,3960.0,Yes
9A615DC9-CD,Female,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),90.96,3820.32,No
33C54914-AB,Male,0,Yes,Yes,53,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,88.05,4666.65,Yes
C4DE29FD-AB,Female,0,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),47.77,3439.44,No
7038B465-CD,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),39.66,2696.88,Yes
51591617-GH,Female,1,Yes,No,27,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,111.33,3005.91,Yes
A7089BF2-AB,Female,1,No,Yes,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,47.84,1865.76,Yes
4EE69AE3-AB,Female,0,Yes,No,32,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,29.43,941.76,No
675521C0-GH,Male,1,No,Yes,33,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,23.02,759.66,No
5D773B85-GH,Male,0,No,No,32,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,107.11,3427.52,No
64DCA2CE-AB,Female,1,Yes,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.95,299.25,No
CCDAF5C4-EF,Female,0,No,No,8,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,43.55,348.4,Yes
7380FE17-GH,Female,0,Yes,Yes,30,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),110.29,3308.7,Yes
03DAB500-AB,Female,1,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),52.33,3558.44,Yes
